"run_id","simulation_tag","simulated_games","method","gam_method","basis_id","basis_k","profile","scope","config_key","n_bootstraps","possessions_per_bootstrap","samples_per_possession","map_estimator","map_status","similarity_method","profile_support_sectors","off_profile_sectors","recovered_background_level","light_leakage_exponent","moderate_leakage_exponent","whole_grid_cosine","support_cosine","outside_energy_fraction","lightly_penalized_whole_grid_cosine","moderately_penalized_whole_grid_cosine","recovered_support_energy","recovered_outside_energy","recovered_dynamic_range"
"perimeter__quarter_2__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_2","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.050294719282159,0.5,1,0.448593123973502,0.938385254063637,0.771470180977527,0.21444901228452,0.10251690543639,3.82381438043899,12.908419499565,0.971032594653256
"perimeter__quarter_2__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_2","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0478478308870623,0.5,1,0.477190994503297,0.936844046708546,0.740552269838455,0.243062061433889,0.123806120377411,3.86587707146976,11.0345310726395,0.955282403736993
"perimeter__quarter_2__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_2","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0531067111042121,0.5,1,0.452023639483298,0.940313824813104,0.768912394334008,0.217294870350691,0.104457060552623,3.89118997466975,12.9474023135466,0.964741791144842
"perimeter__quarter_2__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_2","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0526987775665293,0.5,1,0.47072820350007,0.94009233544141,0.749273974938723,0.235705614455798,0.118023811347809,3.92486086383543,11.7291218564514,0.948766235600032
"perimeter__quarter_2__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_2","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0496331745653214,0.5,1,0.467438147644999,0.939255346729061,0.752325695200394,0.232629415030433,0.11577241825479,3.80319695171306,11.5524409889698,0.94814419892565
"perimeter__quarter_3__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_3","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0185925399123199,0.5,1,0.393524886869445,0.898104998279089,0.80800488511518,0.172431772323225,0.0755548558645349,1.85473499047652,7.80558887551974,0.58142338701871
"perimeter__quarter_3__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_3","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0282068285108235,0.5,1,0.424986225914579,0.908855598107737,0.781344736700058,0.198726060105873,0.0929254751262009,1.94593767116148,6.95363164079296,0.552652113796401
"perimeter__quarter_3__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_3","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0220257751684137,0.5,1,0.39948072451453,0.901901528731869,0.803811561034764,0.176942653022265,0.0783734997392071,1.88752005342108,7.73343449097766,0.57147256887912
"perimeter__quarter_3__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_3","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0242520127164247,0.5,1,0.431653648548177,0.91190146294651,0.775934492129336,0.204325664423112,0.0967186939861726,1.79580519652091,6.21883843866764,0.528330706230402
"perimeter__quarter_3__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_3","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0229602699499439,0.5,1,0.419885033843961,0.903772247936743,0.78415460496954,0.195075077873473,0.0906302509974276,1.85800167364784,6.75001923588161,0.552224885563566
"perimeter__quarter_4__b050_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_4","b050_p02500_s250",50,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0810411847693644,0.5,1,0.73513834006442,0.953539119313867,0.405624202530784,0.566760574460274,0.436948437125986,5.7659493234529,3.93489877299323,0.654043470069887
"perimeter__quarter_4__b050_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_4","b050_p01000_s250",50,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0863920863417119,0.5,1,0.747606260383043,0.955710563089315,0.388082199764453,0.584816305427489,0.457473578295915,5.93703467337595,3.76530552834819,0.630232684896772
"perimeter__quarter_4__b100_p02500_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_4","b100_p02500_s250",100,2500,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0855240166977254,0.5,1,0.738431057210419,0.955489659466191,0.402733817491904,0.570681661335332,0.441039898585484,5.96808233991081,4.02425024930274,0.661134712567642
"perimeter__quarter_4__b100_p01000_s200","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_4","b100_p01000_s200",100,1000,200,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.0870742918250503,0.5,1,0.738002824332059,0.954772303173043,0.402529559824034,0.570448228244619,0.440934872304782,5.91415031782654,3.98449892092862,0.643630676118324
"perimeter__quarter_4__b100_p01000_s250","games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.10_mc100_alpha0.05_min100_profiles2b1671cb4b",10,"thin_plate_spline","GCV.Cp","tp-k20-xmajor-yfast-absorbcons-false-nointercept-v1",20,"perimeter","quarter_4","b100_p01000_s250",100,1000,250,"nested_prefix_median_v1","ok","whole_grid_cosine_dual_leakage_penalty_v2",54,146,-0.090822505867144,0.5,1,0.749993070241914,0.955287717249712,0.383623441413136,0.588816955618679,0.462278147599707,6.12022032330763,3.80913250175625,0.643982682730315
