run_id,profile,scope,config_id,design,varied_parameter,varied_value,n_bootstraps,possessions_per_bootstrap,samples_per_possession,source_possessions,status,elapsed_seconds,lambda_qut,lambda_max_obs,lambda_ci_low,lambda_ci_high,p_value,reject_qut,error,simulation_tag,run_seed
perimeter__quarter_3__config_00,perimeter,quarter_3,0,baseline,,,100,1000,200,230,ok,37.40222300000005,14.00323988238592,29.875143436364,27.657210893230094,43.80971681572243,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
perimeter__quarter_4__config_00,perimeter,quarter_4,0,baseline,,,100,1000,200,230,ok,41.12206049999986,14.124567159436912,39.126155606754,36.78677248373716,48.82586601438809,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,142
perimeter__full_game__config_01,perimeter,full_game,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,920,ok,21.977889199999936,16.67412261173754,36.057890994572816,27.589388337884,41.333977775106206,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
perimeter__quarter_1__config_01,perimeter,quarter_1,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,230,ok,16.31797009999991,15.221177553357778,36.53125215471054,31.619007556425807,46.71790390014507,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
perimeter__quarter_2__config_01,perimeter,quarter_2,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,230,ok,16.5685962,13.915701773931398,46.38038019470232,34.64971048138537,45.58047626194213,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
perimeter__quarter_3__config_01,perimeter,quarter_3,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,230,ok,24.42534769999997,12.222114142503203,33.48375394783161,30.319824083296147,42.605797030450944,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
perimeter__quarter_4__config_01,perimeter,quarter_4,1,one_factor_sweep,n_bootstraps,10.0,10,1000,200,230,ok,11.912715100000014,14.739460859387876,42.3293234984106,39.9232900000558,45.93371723791882,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,143
perimeter__full_game__config_02,perimeter,full_game,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,920,ok,24.51955420000013,13.906429069430128,32.739854027221355,29.793029042502727,40.83444639295614,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
perimeter__quarter_1__config_02,perimeter,quarter_1,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,230,ok,27.757497799999783,15.125233171424098,31.1731867044012,28.4196157300528,45.264383331949176,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
perimeter__quarter_2__config_02,perimeter,quarter_2,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,230,ok,35.71787010000003,13.75332947886238,39.92302629282644,32.52526399905083,48.40078322109914,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
perimeter__quarter_3__config_02,perimeter,quarter_3,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,230,ok,34.84008270000004,13.165980807945564,33.10789243978669,27.653062166324,40.94246138945513,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
perimeter__quarter_4__config_02,perimeter,quarter_4,2,one_factor_sweep,n_bootstraps,50.0,50,1000,200,230,ok,33.44525520000002,13.41339602141136,37.81807351689069,34.957703335170144,49.8181788231216,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,144
perimeter__full_game__config_03,perimeter,full_game,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,920,ok,133.15794660000006,14.114433369503768,35.446254672743244,29.25651887806,40.11108765906986,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
perimeter__quarter_1__config_03,perimeter,quarter_1,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,230,ok,122.12995280000018,15.749383781363507,34.856589508951565,29.71949470795622,47.40992643001879,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
perimeter__quarter_2__config_03,perimeter,quarter_2,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,230,ok,137.16933820000008,14.66737095594836,32.045590641463605,30.89936745181646,47.146476193433706,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
perimeter__quarter_3__config_03,perimeter,quarter_3,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,230,ok,119.2744051000002,12.295586526974716,31.127875456425144,27.40849830962578,42.969522178678,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
perimeter__quarter_4__config_03,perimeter,quarter_4,3,one_factor_sweep,n_bootstraps,500.0,500,1000,200,230,ok,128.8215223999996,15.817543910733916,50.83984171539626,36.48651064626391,50.299824830849374,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,145
perimeter__full_game__config_04,perimeter,full_game,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,920,ok,27.44513129999996,4.991554888797283,5.89866482555092,2.8013464998507547,6.321768890438723,0.01,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
perimeter__quarter_1__config_04,perimeter,quarter_1,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,230,ok,22.954206599999907,4.510803039709338,4.532082232198873,3.332144060736393,8.288247096457923,0.05,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
perimeter__quarter_2__config_04,perimeter,quarter_2,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,230,ok,23.182295799999796,4.983584867892252,6.746376642431677,3.1128754405210683,7.312963563975752,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
perimeter__quarter_3__config_04,perimeter,quarter_3,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,230,ok,26.58601820000013,4.838875326804555,4.553998229737286,2.4473547023247426,7.032155402779858,0.09,False,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
perimeter__quarter_4__config_04,perimeter,quarter_4,4,one_factor_sweep,possessions_per_bootstrap,100.0,100,100,200,230,ok,21.677542099999755,4.874141995146438,4.855847140758099,3.2924811778402496,7.297772556925227,0.06,False,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,146
perimeter__full_game__config_05,perimeter,full_game,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,920,ok,149.4268559000002,47.40064536464455,322.4973522880705,314.82473233815466,344.35328658815723,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
perimeter__quarter_1__config_05,perimeter,quarter_1,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,131.99855500000012,48.55677200294702,358.9649767524734,308.3474903751495,383.39816891399295,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
perimeter__quarter_2__config_05,perimeter,quarter_2,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,129.90802769999982,44.24386584600791,378.3308009575462,341.9668137496964,399.0516291096368,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
perimeter__quarter_3__config_05,perimeter,quarter_3,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,132.40578520000008,45.959476142622016,357.62329020085946,312.18021433092326,361.3892690521277,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
perimeter__quarter_4__config_05,perimeter,quarter_4,5,one_factor_sweep,possessions_per_bootstrap,10000.0,100,10000,200,230,ok,131.48971250000022,47.34415450816175,423.478234161061,396.187630170007,432.3645331301145,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,147
perimeter__full_game__config_06,perimeter,full_game,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,920,ok,22.359437999999955,10.784529387234937,22.77566210935781,20.648518771077423,30.874852692177733,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
perimeter__quarter_1__config_06,perimeter,quarter_1,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,22.195046999999704,11.510009362412967,23.264874536046264,21.229756063179757,30.13774706430573,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
perimeter__quarter_2__config_06,perimeter,quarter_2,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,27.799604300000283,10.775680828113916,26.752185692801376,24.193807578795266,36.833279942441685,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
perimeter__quarter_3__config_06,perimeter,quarter_3,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,30.727756799999952,11.67803068689446,27.711413632244028,19.79659999589528,28.18972881917999,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
perimeter__quarter_4__config_06,perimeter,quarter_4,6,one_factor_sweep,samples_per_possession,50.0,100,1000,50,230,ok,32.51576849999992,10.284310304644084,31.576375618771653,26.14454261190936,33.98298301543861,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,148
perimeter__full_game__config_07,perimeter,full_game,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,920,ok,35.0425995999999,12.81950010656361,32.33679705695311,26.793158650031064,36.79167410686075,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
perimeter__quarter_1__config_07,perimeter,quarter_1,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,33.830487300000186,13.61567832639512,33.28851946580307,25.64218785537817,38.94201932137702,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
perimeter__quarter_2__config_07,perimeter,quarter_2,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,35.7196085999999,12.700189291208495,32.14640061973543,28.22927079669921,44.10953341321213,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
perimeter__quarter_3__config_07,perimeter,quarter_3,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,35.49019550000003,13.35940664071324,28.519326136285446,23.626690767841776,37.63063632422004,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
perimeter__quarter_4__config_07,perimeter,quarter_4,7,one_factor_sweep,samples_per_possession,100.0,100,1000,100,230,ok,29.171326300000143,12.356229195630446,36.511745874513046,32.25997310783449,42.92342589333527,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,149
perimeter__full_game__config_08,perimeter,full_game,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,920,ok,47.8943577,14.259077394310967,32.16314789497676,28.35877831231788,38.50120676271347,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
perimeter__quarter_1__config_08,perimeter,quarter_1,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,34.55121929999996,14.350713540634509,37.05417430209671,27.92717125841206,44.4233662366839,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
perimeter__quarter_2__config_08,perimeter,quarter_2,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,35.318030900000394,12.519961152067587,35.677335564162426,30.851124916761663,45.139117126149365,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
perimeter__quarter_3__config_08,perimeter,quarter_3,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,34.09949289999986,13.082792755152306,33.763682352639314,26.063290660520455,42.36107282280376,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
perimeter__quarter_4__config_08,perimeter,quarter_4,8,one_factor_sweep,samples_per_possession,150.0,100,1000,150,230,ok,34.69394659999989,16.423776104820536,44.71195897481425,35.316352183614626,48.24931470523695,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,150
perimeter__full_game__config_09,perimeter,full_game,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,920,ok,43.22527499999978,14.465074492840197,33.57365693563721,30.67943221653223,41.71373477323655,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
perimeter__quarter_1__config_09,perimeter,quarter_1,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,38.01130730000023,14.92804724985162,32.28629211841648,31.368887369920145,49.28602415493921,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
perimeter__quarter_2__config_09,perimeter,quarter_2,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,33.00626860000011,14.867735216540998,36.76677956416419,31.5345187446802,47.587875050654034,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
perimeter__quarter_3__config_09,perimeter,quarter_3,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,36.16124510000009,13.367840011325011,30.317317444900866,29.29281194467136,44.31594913655692,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
perimeter__quarter_4__config_09,perimeter,quarter_4,9,one_factor_sweep,samples_per_possession,250.0,100,1000,250,230,ok,36.75964879999992,15.576014938785429,52.18089679533609,36.6982202845713,51.32377449061257,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,151
perimeter__full_game__config_10,perimeter,full_game,10,individual_profile_like,,,100,10000,150,920,ok,138.33102759999974,45.01249934402845,329.973018648829,303.3880791493797,329.8633488432153,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
perimeter__quarter_1__config_10,perimeter,quarter_1,10,individual_profile_like,,,100,10000,150,230,ok,128.14647920000016,48.56117893645676,318.22846341319047,290.1856618017507,354.324160694046,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
perimeter__quarter_2__config_10,perimeter,quarter_2,10,individual_profile_like,,,100,10000,150,230,ok,126.9041616999998,43.3752474049241,380.5728422790588,335.11720078627025,382.9271713807408,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
perimeter__quarter_3__config_10,perimeter,quarter_3,10,individual_profile_like,,,100,10000,150,230,ok,121.15465419999964,41.50915018506813,335.87466156522726,295.331686803063,345.277940976872,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
perimeter__quarter_4__config_10,perimeter,quarter_4,10,individual_profile_like,,,100,10000,150,230,ok,115.99948539999968,43.91674023110993,388.7542638443708,375.6481876258603,411.4417368099764,0.0,True,,games10_possessions92_source4370615271_grid20x10_trajectory142_outcome242_baseline0.00_mc100_alpha0.05_min100,152
